collection,version
STAQS_Drone_Data,1
STAQS_Ground_Data,1
STAQS_INSTEP_Data,1
STAQS_SeaRey_Data,1
STAQS_Sondes_Data,1
STRAT_Aerosol_AircraftInSitu_ER2_Data,1
STRAT_Analysis_ER2_Data,1
STRAT_Ground_Data,1
STRAT_MetNav_AircraftInSitu_ER2_Data,1
STRAT_Model_Data,1
STRAT_Satellite_Data,1
STRAT_Sondes_Data,1
STRAT_TraceGas_AircraftInSitu_ER2_Data,1
STRAT_jValue_AircraftInSitu_ER2_Data,1
STS-59_GRD,1
STS-59_META_GRD,1
STS-59_META_SLC,1
STS-59_SLC,1
STS-68_GRD,1
STS-68_META_GRD,1
STS-68_META_SLC,1
STS-68_SLC,1
SUCCESS_UTAH_PDL,1
SUPERYACHT_SCIENCE,0
SV08LC,1
SV08PLBK,1
SV08PLTB,1
SV08SM,1
SV08SR,1
SV08ST,1
SV08V,1
SV08VWC,1
SV12CSMA,1
SV12CST,1
SV12LC,1
SV12PLBK,1
SV12PLSM,1
SV12PLTB,1
SV12PSMA,1
SV12PSMF,1
SV12SRA,1
SV12SRF,1
SV12STM,1
SV12UBK,1
SV12VA,1
SV12VF,1
SV12VWC,1
SV15PLSM,1
SV15PLTB,1
SV15PSM,1
SV16I_PLTBSM,1
SV16I_PNET,1
SV16I_TNET,1
SV16I_TPSM,1
SV16M_CRS,1
SV16M_CSM,1
SV16M_LAI,1
SV16M_LC,1
SV16M_MET,1
SV16M_PLTBSM,1
SV16M_PSM,1
SV16M_SDB,1
SV16M_SR,1
SV16M_SSM,1
SV16M_ST,1
SV16M_TB,1
SV16M_V,1
SV19MA_DEM,1
SV19MA_DSM,1
SV19MA_LID,1
SV19MA_SAR,1
SV19MA_TNET,1
SV19MA_VOD,1
SV19MB_DEM,1
SV19MB_DSM,1
SV19MB_LID,1
SV19MB_SAR,1
SV19MB_TNET,1
SWDB_L2,004
SWDB_L305,004
SWDB_L310,004
SWDB_L3M05,004
SWDB_L3M10,004
SWDB_L3MC05,004
SWDB_L3MC10,004
SWFL,0
SWOT_ATTD_RECONST_2.0,2.0
SWOT_L1B_HR_SLC_2.0,2.0
SWOT_L1B_HR_SLC_D,D
SWOT_L1B_LR_INTF_2.0,2.0
SWOT_L1B_LR_INTF_D,D
SWOT_L1_DORIS_RINEX_1.0,1.0
SWOT_L1_GPSP_RINEX_1.0,1.0
SWOT_L2_HR_LakeAvg_2.0,2.0
SWOT_L2_HR_LakeSP_2.0,2.0
SWOT_L2_HR_LakeSP_D,D
SWOT_L2_HR_LakeSP_obs_2.0,2.0
SWOT_L2_HR_LakeSP_obs_D,D
SWOT_L2_HR_LakeSP_prior_2.0,2.0
SWOT_L2_HR_LakeSP_prior_D,D
SWOT_L2_HR_LakeSP_unassigned_2.0,2.0
SWOT_L2_HR_LakeSP_unassigned_D,D
SWOT_L2_HR_PIXCVec_2.0,2.0
SWOT_L2_HR_PIXCVec_D,D
SWOT_L2_HR_PIXC_2.0,2.0
SWOT_L2_HR_PIXC_D,D
SWOT_L2_HR_Raster_100m_2.0,2.0
SWOT_L2_HR_Raster_100m_D,D
SWOT_L2_HR_Raster_2.0,2.0
SWOT_L2_HR_Raster_250m_2.0,2.0
SWOT_L2_HR_Raster_250m_D,D
SWOT_L2_HR_Raster_D,D
SWOT_L2_HR_RiverAvg_2.0,2.0
SWOT_L2_HR_RiverSP_2.0,2.0
SWOT_L2_HR_RiverSP_D,D
SWOT_L2_HR_RiverSP_node_2.0,2.0
SWOT_L2_HR_RiverSP_node_D,D
SWOT_L2_HR_RiverSP_reach_2.0,2.0
SWOT_L2_HR_RiverSP_reach_D,D
SWOT_L2_LR_SSH_2.0,2.0
SWOT_L2_LR_SSH_BASIC_2.0,2.0
SWOT_L2_LR_SSH_BASIC_D,D
SWOT_L2_LR_SSH_D,D
SWOT_L2_LR_SSH_EXPERT_2.0,2.0
SWOT_L2_LR_SSH_EXPERT_D,D
SWOT_L2_LR_SSH_UNSMOOTHED_2.0,2.0
SWOT_L2_LR_SSH_UNSMOOTHED_D,D
SWOT_L2_LR_SSH_WINDWAVE_2.0,2.0
SWOT_L2_LR_SSH_WINDWAVE_D,D
SWOT_L2_NALT_GDR_2.0,2.0
SWOT_L2_NALT_GDR_D,D
SWOT_L2_NALT_GDR_GDR_2.0,2.0
SWOT_L2_NALT_GDR_GDR_D,D
SWOT_L2_NALT_GDR_SGDR_2.0,2.0
SWOT_L2_NALT_GDR_SGDR_D,D
SWOT_L2_NALT_GDR_SSHA_2.0,2.0
SWOT_L2_NALT_GDR_SSHA_D,D
SWOT_L2_NALT_IGDR_2.0,2.0
SWOT_L2_NALT_IGDR_D,D
SWOT_L2_NALT_IGDR_GDR_1.0,1.0
SWOT_L2_NALT_IGDR_GDR_2.0,2.0
SWOT_L2_NALT_IGDR_GDR_D,D
SWOT_L2_NALT_IGDR_SGDR_1.0,1.0
SWOT_L2_NALT_IGDR_SGDR_2.0,2.0
SWOT_L2_NALT_IGDR_SGDR_D,D
SWOT_L2_NALT_IGDR_SSHA_1.0,1.0
SWOT_L2_NALT_IGDR_SSHA_2.0,2.0
SWOT_L2_NALT_IGDR_SSHA_D,D
SWOT_L2_NALT_OGDR_2.0,2.0
SWOT_L2_NALT_OGDR_D,D
SWOT_L2_NALT_OGDR_GDR_1.0,1.0
SWOT_L2_NALT_OGDR_GDR_2.0,2.0
SWOT_L2_NALT_OGDR_GDR_D,D
SWOT_L2_NALT_OGDR_SSHA_1.0,1.0
SWOT_L2_NALT_OGDR_SSHA_2.0,2.0
SWOT_L2_NALT_OGDR_SSHA_D,D
SWOT_L2_RAD_GDR_2.0,2.0
SWOT_L2_RAD_GDR_D,D
SWOT_L2_RAD_IGDR_1.0,1.0
SWOT_L2_RAD_IGDR_2.0,2.0
SWOT_L2_RAD_IGDR_D,D
SWOT_L2_RAD_OGDR_2.0,2.0
SWOT_L2_RAD_OGDR_D,D
SWOT_L4_DAWG_SOS_DISCHARGE,1
SWOT_MOE_1.0,1.0
SWOT_POE_2.0,2.0
SWOT_POSTLAUNCH_GLIDER,1
SWOT_POSTLAUNCH_L1_MOORING,1
SWOT_POSTLAUNCH_L2_MOORING,1
SWOT_POSTLAUNCH_L3_MOORING,1
SWOT_POSTLAUNCH_SHIPBOARD,1
SWOT_PRELAUNCH_L2_BPR_V1,1.0
SWOT_PRELAUNCH_L2_GLIDER_V1,1.0
SWOT_PRELAUNCH_L2_GPS_V1,1.0
SWOT_PRELAUNCH_L2_PIES_V1,1.0
SWOT_PRELAUNCH_L2_PRAWLER_V1,1.0
SWOT_PRELAUNCH_L2_SIOCTD_V1,1.0
SWOT_PRELAUNCH_L2_WHOICTD_V1,1.0
SWOT_PRELAUNCH_L2_WW_V1,1.0
SWOT_SAT_COM_1.0,1.0
SWOT_SIMULATED_L2_KARIN_SSH_ECCO_LLC4320_CALVAL_V1,1
SWOT_SIMULATED_L2_KARIN_SSH_ECCO_LLC4320_SCIENCE_V1,1
SWOT_SIMULATED_L2_KARIN_SSH_GLORYS_CALVAL_V1,1
SWOT_SIMULATED_L2_KARIN_SSH_GLORYS_SCIENCE_V1,1
SWOT_SIMULATED_L2_NADIR_SSH_ECCO_LLC4320_CALVAL_V1,1
SWOT_SIMULATED_L2_NADIR_SSH_ECCO_LLC4320_SCIENCE_V1,1
SWOT_SIMULATED_L2_NADIR_SSH_GLORYS_CALVAL_V1,1
SWOT_SIMULATED_L2_NADIR_SSH_GLORYS_SCIENCE_V1,1
SWOT_SIMULATED_NA_CONTINENT_L2_HR_LAKESP_V1,1.0
SWOT_SIMULATED_NA_CONTINENT_L2_HR_PIXCVEC_V1,1.0
SWOT_SIMULATED_NA_CONTINENT_L2_HR_PIXC_V1,1.0
SWOT_SIMULATED_NA_CONTINENT_L2_HR_RASTER_V1,1.0
SWOT_SIMULATED_NA_CONTINENT_L2_HR_RIVERSP_V1,1.0
Sahel_Water_Bodies_1269,1
Salt_Marsh_Biomass_CONUS_2348,1
San_Diego_Coastal_Project,0
Sargassum_GOM,0
Saskatchewan_Soils_125m_SSA_1346,2
Sat_ActiveLayer_Thickness_Maps_1760,1
SatelliteDerived_Forest_Mexico_2320,1
Scotia_Prince_ferry,0
Sea2Space,0
SeaWiFS_L1_GAC,2
SeaWiFS_L1_MLAC,2
SeaWiFS_L2_GAC_IOP,2022.0
SeaWiFS_L2_GAC_OC,2022.0
SeaWiFS_L2_MLAC_IOP,2022.0
SeaWiFS_L2_MLAC_OC,2022.0
SeaWiFS_L3b_CHL,2022.0
SeaWiFS_L3b_IOP,2022.0
SeaWiFS_L3b_KD,2022.0
SeaWiFS_L3b_PAR,2022.0
SeaWiFS_L3b_PIC,2022.0
SeaWiFS_L3b_POC,2022.0
SeaWiFS_L3b_RRS,2022.0
SeaWiFS_L3m_CHL,2022.0
SeaWiFS_L3m_IOP,2022.0
SeaWiFS_L3m_KD,2022.0
SeaWiFS_L3m_PAR,2022.0
SeaWiFS_L3m_PIC,2022.0
SeaWiFS_L3m_POC,2022.0
SeaWiFS_L3m_RRS,2022.0
SeaWiFS_L4b_AVW,2022.0
SeaWiFS_L4b_CARBON,2022.0
SeaWiFS_L4b_GSM,2022.0
SeaWiFS_L4m_AVW,2022.0
SeaWiFS_L4m_CARBON,2022.0
SeaWiFS_L4m_ELOEV,1
SeaWiFS_L4m_GSM,2022.0
Sea_of_Japan,0
Seagrass_Mapping_Florida,0
Searcher,0
Seasonality_Tundra_Vegetation_1606,1
Secret,0
Semi-Arid_Tree_Carbon_50cm_2117,1
Sentinel-1_Burst_Map,1
Seward_Peninsula_Veg_Maps_1363,1
Shrub_Biomass_Toolik_Lake_AK_1573,1
SiB3_Carbon_Flux_909,1
SiB4_Global_HalfDegree_Daily_1849,1
SiB4_Global_HalfDegree_Hourly_1847,1
SiB4_Global_HalfDegree_Monthly_1848,1
Siberian_Biomass_Wildfire_1321,1
Siberian_Larch_Stand_Age_1364,1
SnowMeltDuration_PMicrowave_1843,1.1
Snow_Cover_Extent_and_Depth_1757,1
Snow_Depth_Data_Images_1656,1
Snow_Wildlife_Tracks_AK_WA_2188,1
Snowmelt_timing_maps_V2_1712,2
Snowpack_Dall_Sheep_Track_1583,1
SoilResp_HeterotrophicResp_1928,1
SoilSCAPE_1339,1
SoilSCAPE_V2_2049,2
Soil_ActiveLayer_Properties_AK_2315,1
Soil_Carbon_Flux_Maps_1683,1
Soil_Moisture_Alaska_Alberta_2123,1
Soil_Temp_Moisture_Alaska_1869,1
Soil_Temperature_Profiles_AK_1767,1
Sonoma_County_Forest_AGB_1764,1
Southern_Boreal_Plot_Attribute_1740,1
Southern_Ocean_Drifter,0
Surface_Oligo_Med_Sea,0
SwAO,0
TAHOE,0
TAO,0
TAO_Moorings,0
TARA-EUROPA,0
TARA_PACIFIC_expedition,0
TARFOX_UWC131A,1
TARFOX_UWC131A_SUNP,1
TARFOX_WALLOPS_MET,1
TARFOX_WALLOPS_SMPS,1
TARFOX_WALLOPS_SONDE,1
TCTE3TSI6,004
TCTE3TSID,004
TELLUS_GIA_L3_0.5-DEG_V1.0,1.0
TELLUS_GIA_L3_1-DEG_V1.0,1.0
TELLUS_GLDAS-NOAH-3.3_TWS-ANOMALY_MONTHLY,3.3
TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4,RL06.3Mv04
TELLUS_GRAC-GRFO_MASCON_GRID_RL06.3_V4,RL06.3Mv04
TELLUS_GRAC_L3_CSR_RL06_LND_v04,RL06v04
TELLUS_GRAC_L3_CSR_RL06_OCN_v04,RL06v04
TELLUS_GRAC_L3_GFZ_RL06_LND_v04,RL06v04
TELLUS_GRAC_L3_GFZ_RL06_OCN_v04,RL06v04
TELLUS_GRAC_L3_JPL_RL06_LND_v04,RL06v04
TELLUS_GRAC_L3_JPL_RL06_OCN_v04,RL06v04
TELLUS_GRFO_L3_CSR_RL06.3_LND_v04,RL06.3v04
TELLUS_GRFO_L3_CSR_RL06.3_OCN_v04,RL06.3v04
TELLUS_GRFO_L3_GFZ_RL06.3_LND_v04,RL06.3v04
TELLUS_GRFO_L3_GFZ_RL06.3_OCN_v04,RL06.3v04
TELLUS_GRFO_L3_JPL_RL06.3_LND_v04,RL06.3v04
TELLUS_GRFO_L3_JPL_RL06.3_OCN_v04,RL06.3v04
TEMPEST_STPH8_L1_TSDR_V10.0,10.0
TEMPO_CLDO4_L2,V03
TEMPO_CLDO4_L3,V03
TEMPO_DRK_L1,V03
TEMPO_HCHO_L2,V03
TEMPO_HCHO_L3,V03
TEMPO_IRRR_L1,V03
TEMPO_IRR_L1,V03
TEMPO_NO2_L2,V03
TEMPO_NO2_L3,V03
TEMPO_O3TOT_L2,V03
TEMPO_O3TOT_L3,V03
TEMPO_RADT_L1,V03
TEMPO_RAD_L1,V03
TG02_Balloon_VOC_1110,1
TG03_AERONET_AOT_1128,1
TG03_Aeronet_Solar_Flux_1137,1
TG05_CASA_1199,1
TG06_Vertical_Profiles_1175,1
TG07_Autochamber_Soil_CO2_Flux_Km67_927,1
TG07_DBH_Cauaxi_1063,1
TG07_FFT_Survey_Km83_923,1
TG07_Fallen_Standing_Necromass_998,1
TG07_Litter_Decomposition_925,1
TG07_Manual_Flux_Km67_1026,1
TG07_Root_Mortality_Experiment_924,1
TG07_Root_Mortality_Longterm_1116,1
TG07_STM_GLAS_836,1
TG07_Soil-Atmosphere_Flux_Km83_926,1
TG07_Soil_Nutrients_1085,1
TG07_Trace_Gas_Profiles_1107,1
TG08_Soil_Gas_Fertilization_1105,1
TG08_Soil_Gas_Wetting_1101,1
TG09_N2O_Soils_1013,1
TG10_TROFFEE_1195,1
THAILAND,0
THIRN4IMCH67,001
THIRN4L1CH115,001
THIRN4L1CH67,001
THIRN5L1CH115,001
THIRN5L1CH67,001
THIRN6IM,001
THIRN6L1CH115,001
THIRN6L1CH67,001
THIRN7IM,001
THIRN7L1BCLT,001
THIRN7L1CLDT,001
THORPEX_ER2_MAS,1
TIROS2L1FMRT,001
TIROS3L1FMRT,001
TIROS3L1ORT,001
TIROS4L1FMRT,001
TIROS4L1ORR,001
TIROS4L1ORT,001
TIROS7L1FMRT,001
TL1BL,5
TL1BN,6
TL1BSOL,6
TL2ANC,8
TL2ANCS,8
TL2ATMLN,7
TL2ATMTL,006
TL2ATMTN,8
TL2CH4LN,7
TL2CH4N,8
TL2CH4NS,8
TL2CO2LN,7
TL2CO2N,8
TL2CO2NS,8
TL2COLN,7
TL2CON,8
TL2CONS,8
TL2FORLN,7
TL2FORN,8
TL2FORNS,8
TL2H2OL,006
TL2H2OLN,7
TL2H2OLS,006
TL2H2ON,8
TL2H2ONS,8
TL2HCNN,8
TL2HCNNS,8
TL2HDOL,006
TL2HDOLN,7
TL2HDOLS,006
TL2HDON,8
TL2HDONS,8
TL2HNO3L,006
TL2HNO3S,006
TL2IRKN,8
TL2IRKNS,8
TL2MTLLN,7
TL2MTLN,8
TL2MTLNS,8
TL2N2ON,8
TL2N2ONS,8
TL2NH3LN,7
TL2NH3N,8
TL2NH3NS,8
TL2O3L,006
TL2O3LN,7
TL2O3LS,6
TL2O3N,8
TL2O3NS,8
TL2OCSLN,7
TL2OCSN,8
TL2OCSNS,8
TL2PANLN,7
TL2PANN,8
TL2PANNS,8
TL2RHLN,7
TL2SUM,8
TL2SUMS,8
TL2SUP,8
TL2SUPS,8
TL2TLS,006
TL2TNS,8
TL3ATD,6
TL3ATM,6
TL3CH4D,6
TL3CH4M,6
TL3COD,6
TL3COM,6
TL3H2OD,6
TL3H2OM,6
TL3HDOD,6
TL3HDOM,6
TL3HNOD,4
TL3HNOM,4
TL3O3D,6
TL3O3M,6
TLS_Lidar_BlueFlux_Mangroves_2311,1
TMI-REMSS-L2P-v4,4.0
TMI-REMSS-L3U-v7.1a,7.1a
TML2CO,2
TML2COS,2
TOL2O3,3
TOL2O3S,3
TOLNet_CCNY_Data,1
TOLNet_CSL_Data,1
TOLNet_ECCC_Data,1
TOLNet_GSFC_Data,1
TOLNet_JPL_Data,1
TOLNet_LaRC_Data,1
TOLNet_UAH_Data,1
TOMSEPAER,2
TOMSEPL2,008
TOMSEPL3,008
TOMSEPL3daer,008
TOMSEPL3dery,008
TOMSEPL3dref,008
TOMSEPL3dtoz,008
TOMSEPL3maer,008
TOMSEPL3mery,008
TOMSEPL3mref,008
TOMSEPL3mtoz,008
TOMSEPL3zaer,008
TOMSEPL3zref,008
TOMSEPL3ztoz,008
TOMSEPOVP,008
TOMSM3L3,008
TOMSM3L3dref,008
TOMSM3L3dtoz,008
TOMSM3OVP,008
TOMSN7AER,2
TOMSN7L2,008
TOMSN7L3,008
TOMSN7L3daer,008
TOMSN7L3dery,008
TOMSN7L3dref,008
TOMSN7L3dtoz,008
TOMSN7L3maer,008
TOMSN7L3mery,008
TOMSN7L3mref,008
TOMSN7L3mtoz,008
TOMSN7L3zaer,008
TOMSN7L3zref,008
TOMSN7L3ztoz,008
TOMSN7OVP,008
TOMSN7SO2,3
TOMS_aerosol_823,1
TOMS_ozone_824,1
TOPEX_ALTSDR,A
TOPEX_POSEIDON_GDR_F,F
TOTE-VOTE_Aerosol_AircraftInSitu_DC8_Data,1
TOTE-VOTE_AircraftRemoteSensing_DC8_DIAL_Data,1
TOTE-VOTE_AircraftRemoteSensing_DC8_Lidar_Data,1
TOTE-VOTE_Analysis_DC8_Data,1
TOTE-VOTE_Ground_Data,1
TOTE-VOTE_MetNav_AircraftInSitu_DC8_Data,1
TOTE-VOTE_Miscellaneous_DC8_Data,1
TOTE-VOTE_Satellite_Data,1
TOTE-VOTE_Sondes_Data,1
TOTE-VOTE_TraceGas_AircraftInSitu_DC8_Data,1
TOTO,0
TOVSA5ND,01
TOVSA5NF,01
TOVSA5NG,01
TOVSA5NH,01
TOVSA5TN,01
TOVSADND,01
TOVSADNF,01
TOVSADNG,01
TOVSADNH,01
TOVSADTN,01
TOVSAMNA,02
TOVSAMNC,02
TOVSAMND,02
TOVSAMND,01
TOVSAMNE,02
TOVSAMNF,02
TOVSAMNF,01
TOVSAMNG,02
TOVSAMNG,01
TOVSAMNH,02
TOVSAMNH,01
TOVSAMNJ,02
TOVSAMTN,02
TOVSAMTN,01
TOVSB5ND,01
TOVSB5NG,01
TOVSBDND,01
TOVSBDNG,01
TOVSBMND,01
TOVSBMNG,01
TOVS_717,1
TRACE-A_920,1
TRACE-A_AircraftRemoteSensing_DC8_DIAL_Data,1
TRACE-A_Brazil_Data,1
TRACE-A_Merge_Data,1
TRACE-A_MetNav_AircraftInSitu_DC8_Data,1
TRACE-A_Satellite_Data,1
TRACE-A_Sondes_Data,1
TRACE-A_TraceGas_AircraftInSitu_DC8_Data,1
TRACE-A_Trajectory_Data,1
TRACE-P_Aerosol_AircraftInSitu_DC8_Data,1
TRACE-P_Aerosol_AircraftInSitu_P3B_Data,1
TRACE-P_AircraftRemoteSensing_DC8_DIAL_Data,1
TRACE-P_Cloud_AircraftInSitu_DC8_Data,1
TRACE-P_Ground_Data,1
TRACE-P_Merge_Data,1
TRACE-P_MetNav_AircraftInSitu_DC8_Data,1
TRACE-P_MetNav_Aircraft_InSitu_P3B_Data,1
TRACE-P_Model_Data,1
TRACE-P_Satellite_Data,1
TRACE-P_Sondes_Data,1
TRACE-P_TraceGas_AircraftInSitu_DC8_Data,1
TRACE-P_TraceGas_InSitu_P3B_Data,1
TRACE-P_Trajectory_DC8_Data,1
TRACE-P_Trajectory_P3B_Data,1
TRACE-P_jValue_AircraftInSitu_DC8_Data,1
TRACE-P_jValue_AircraftInSitu_P3B_Data,1
TRACERAQ_AircraftRemoteSensing_GV_GCAS_Data,1
TRACERAQ_AircraftRemoteSensing_GV_HSRL2_Data,1
TRACERAQ_Ground_LaPorte_Data,1
TRACERAQ_Pandora_Data,1
TRACERAQ_Sondes_Data,1
TRATLEQ1,0
TRMM_1A01,7
TRMM_1A11,7
TRMM_1B01,7
TRMM_1B11,7
TRMM_1B21,7
TRMM_1B51,7
TRMM_1C21,7
TRMM_1C51,7
TRMM_1C51UW,7
TRMM_2A12,7
TRMM_2A21,7
TRMM_2A23,7
TRMM_2A25,7
TRMM_2A52,7
TRMM_2A53,7
TRMM_2A53UW,7
TRMM_2A54,7
TRMM_2A54UW,7
TRMM_2A55,7
TRMM_2A55UW,7
TRMM_2A56,7
TRMM_2B31,7
TRMM_3A11,7
TRMM_3A12,7
TRMM_3A25,7
TRMM_3A26,7
TRMM_3A53,7
TRMM_3A54,7
TRMM_3A54UW,7
TRMM_3A55,7
TRMM_3B31,7
TRMM_3B40RT,7
TRMM_3B41RT,7
TRMM_3B42,7
TRMM_3B42RT,7
TRMM_3B42RT_Daily,7
TRMM_3B42_Daily,7
TRMM_3B43,7
TRMM_3G25,7
TRMM_3G31,7
TRMM_3H25,7
TRMM_3H31,7
TRMM_CSH,6
TRMM_TMPA_LandSeaMask,2
TRMM_baseUW,7
TRMM_precip_718,1
TROPICS01ANTTL1A,1.0
TROPICS01BRTTL1B,1.0
TROPICS01DMINL2B,1.0
TROPICS01MIRSL2B,1.0
TROPICS01NNAVPL2B,1.0
TROPICS01PRPSL2B,1.0
TROPICS01TCIEL2B,1.0
TROPICS01URADL2A,1.0
TROPICS03ANTTL1A,1.0
TROPICS03BRTTL1B,1.0
TROPICS03DMINL2B,1.0
TROPICS03MIRSL2B,1.0
TROPICS03NNAVPL2B,1.0
TROPICS03PRPSL2B,1.0
TROPICS03TCIEL2B,1.0
TROPICS03URADL2A,1.0
TROPICS05ANTTL1A,0.2
TROPICS05BRTTL1B,0.2
TROPICS05DMINL2B,0.2
TROPICS05NNAVPL2B,0.2
TROPICS05PRPSL2B,0.2
TROPICS05TCIEL2B,1.0
TROPICS05URADL2A,0.2
TROPICS06ANTTL1A,1.0
TROPICS06BRTTL1B,1.0
TROPICS06DMINL2B,1.0
TROPICS06MIRSL2B,1.0
TROPICS06NNAVPL2B,1.0
TROPICS06PRPSL2B,1.0
TROPICS06TCIEL2B,1.0
TROPICS06URADL2A,1.0
TROPICS07ANTTL1A,0.2
TROPICS07BRTTL1B,0.2
TROPICS07DMINL2B,0.2
TROPICS07NNAVPL2B,0.2
TROPICS07TCIEL2B,1.0
TROPICS07URADL2A,0.2
TROPOMAER,1
TROPOMI_MINDS_NO2,1.1
TROPOMI_SIF_Arctic_Ocean_2378,1
TRPSCRAERNH42H2D,1
TRPSCRAERNH46H3D,1
TRPSCRAERNH4M3D,1
TRPSCRAERNO32H2D,1
TRPSCRAERNO36H3D,1
TRPSCRAERNO3M3D,1
TRPSCRAERSO42H2D,1
TRPSCRAERSO46H3D,1
TRPSCRAERSO4M3D,1
TRPSCRCH2O2H2D,1
TRPSCRCH2O6H3D,1
TRPSCRCH2OM3D,1
TRPSCRCO2H2D,1
TRPSCRCO6H3D,1
TRPSCRCOM3D,1
TRPSCRCOS6H3D,1
TRPSCRCOSM3D,1
TRPSCRECOAM2D,1
TRPSCRECOBM2D,1
TRPSCRECOTM2D,1
TRPSCRENOXAM2D,1
TRPSCRENOXBM2D,1
TRPSCRENOXLM2D,1
TRPSCRENOXSM2D,1
TRPSCRENOXTM2D,1
TRPSCRESO2TM2D,1
TRPSCRHNO32H2D,1
TRPSCRHNO36H3D,1
TRPSCRHNO3M3D,1
TRPSCRNO22H2D,1
TRPSCRNO26H3D,1
TRPSCRNO2H2D,1
TRPSCRNO2M3D,1
TRPSCRNO2S6H3D,1
TRPSCRNO2SM3D,1
TRPSCRNO6H3D,1
TRPSCRNOM3D,1
TRPSCRO32H2D,1
TRPSCRO36H3D,1
TRPSCRO3I6H3D,1
TRPSCRO3IM3D,1
TRPSCRO3M3D,1
TRPSCRO3S6H3D,1
TRPSCRO3SM3D,1
TRPSCROH2H2D,1
TRPSCROH6H3D,1
TRPSCROHM3D,1
TRPSCRPAN2H2D,1
TRPSCRPAN6H3D,1
TRPSCRPANM3D,1
TRPSCRPS2H2D,1
TRPSCRPS6H2D,1
TRPSCRPSM2D,1
TRPSCRQ2H2D,1
TRPSCRQ6H3D,1
TRPSCRQM3D,1
TRPSCRSO22H2D,1
TRPSCRSO26H3D,1
TRPSCRSO2M3D,1
TRPSCRT2H2D,1
TRPSCRT6H3D,1
TRPSCRTM3D,1
TRPSCRU2H2D,1
TRPSCRU6H3D,1
TRPSCRUM3D,1
TRPSCRV2H2D,1
TRPSCRV6H3D,1
TRPSCRVM3D,1
TRPSDL2ALLCRSMGBEI,1
TRPSDL2ALLCRSMGDEL,1
TRPSDL2ALLCRSMGKAR,1
TRPSDL2ALLCRSMGLAG,1
TRPSDL2ALLCRSMGLOS,1
TRPSDL2ALLCRSMGMEX,1
TRPSDL2ALLCRSMGSAO,1
TRPSDL2ALLCRSMGTOK,1
TRPSDL2CH4AIRSFS,1
TRPSDL2CH4CRS1FS,1
TRPSDL2CH4CRSAUS,1
TRPSDL2CH4CRSFS,1
TRPSDL2COAIRSFS,1
TRPSDL2COCRS1FS,1
TRPSDL2COCRSAUS,1
TRPSDL2COCRSFS,1
TRPSDL2COCRSTS1,1
TRPSDL2COCRSTS2,1
TRPSDL2COCRSWCF,1
TRPSDL2COCRSWCFHI,1
TRPSDL2H2OAIRSFS,1
TRPSDL2H2OCRS1FS,1
TRPSDL2H2OCRSAUS,1
TRPSDL2H2OCRSFS,1
TRPSDL2HDOAIRSFS,1
TRPSDL2HDOCRS1FS,1
TRPSDL2HDOCRSAUS,1
TRPSDL2HDOCRSFS,1
TRPSDL2NH3AIRSFS,1
TRPSDL2NH3CRS1FS,1
TRPSDL2NH3CRSAUS,1
TRPSDL2NH3CRSFS,1
TRPSDL2NH3CRSWCF,1
TRPSDL2NH3CRSWCFHI,1
TRPSDL2O3AIRSFS,1
TRPSDL2O3AIRSOMIFS,1
TRPSDL2O3CRS1FS,1
TRPSDL2O3CRSAUS,1
TRPSDL2O3CRSFS,1
TRPSDL2O3CRSWCF,1
TRPSDL2O3CRSWCFHI,1
TRPSDL2O3OMIFS,1
TRPSDL2PANCRS1FS,1
TRPSDL2PANCRSAUS,1
TRPSDL2PANCRSFS,1
TRPSDL2PANCRSWCF,1
TRPSDL2PANCRSWCFHI,1
TRPSDL2TATMAIRSFS,1
TRPSDL2TATMCRS1FS,1
TRPSDL2TATMCRSAUS,1
TRPSDL2TATMCRSFS,1
TRPSYL2ALLCRSMGBEI,1
TRPSYL2ALLCRSMGDEL,1
TRPSYL2ALLCRSMGKAR,1
TRPSYL2ALLCRSMGLAG,1
TRPSYL2ALLCRSMGLOS,1
TRPSYL2ALLCRSMGMEX,1
TRPSYL2ALLCRSMGSAO,1
TRPSYL2ALLCRSMGTOK,1
TRPSYL2CH4AIRSFS,1
TRPSYL2CH4AIRSORS,1
TRPSYL2CH4CRS1FS,1
TRPSYL2CH4CRSFS,1
TRPSYL2CH4CRSRS,1
TRPSYL2COAIRSFS,1
TRPSYL2COAIRSORS,1
TRPSYL2COCRS1FS,1
TRPSYL2COCRSFS,1
TRPSYL2COCRSRS,1
TRPSYL2HDOAIRSFS,1
TRPSYL2HDOAIRSORS,1
TRPSYL2HDOCRS1FS,1
TRPSYL2HDOCRSFS,1
TRPSYL2HDOCRSRS,1
TRPSYL2NH3AIRSFS,1
TRPSYL2NH3CRS1FS,1
TRPSYL2NH3CRSFS,1
TRPSYL2NH3CRSRS,1
TRPSYL2O3AIRSFS,1
TRPSYL2O3AIRSOMIFS,1
TRPSYL2O3AIRSORS,1
TRPSYL2O3CRS1FS,1
TRPSYL2O3CRSFS,1
TRPSYL2O3CRSRS,1
TRPSYL2O3OMIFS,1
TRPSYL2PANCRS1FS,1
TRPSYL2PANCRSFS,1
TRPSYL2PANCRSRS,1
TSIS_SSI_L3_12HR,13
TSIS_SSI_L3_24HR,13
TSIS_TSI_L3_06HR,04
